,store,sido,gungu,store_address
900,사창,강원,화천군,강원 화천군 사내면 사창리 457-12(강원 화천군 사내면 사내로5길 13)
901,삼척,강원,삼척시,강원 삼척시 남양동 17-2(강원 삼척시 진주로 41)
902,석사1호,강원,춘천시,"강원 춘천시 석사동 748-18(33통405)(강원 춘천시 애막골길11번길 2, (33통405))"
903,성덕,강원,강릉시,강원 강릉시 입암동 498-13(강원 강릉시 강변로410번길 41(입암동))
904,강남,강원,강릉시,강원 강릉시 노암동 708-1(강원 강릉시 임영로 62)
905,교동1호,강원,강릉시,강원 강릉시 교1동 1863-3(강원 강릉시 솔올로 34)
906,성덕,강원,강릉시,강원 강릉시 입암동 498-13(강원 강릉시 강변로410번길 41(입암동))
907,주문진,강원,강릉시,강원 강릉시 주문진읍 교항리 119-11(강원 강릉시 주문진읍 주문로 4)
908,포남,강원,강릉시,강원 강릉시 포남1동 1140-1(강원 강릉시 경강로 2220)
909,고성,강원,고성군,강원 고성군 간성읍 신안리 218(강원 고성군 간성읍 간성로 49)
910,묵호,강원,동해시,강원 동해시 부곡동 74-5(강원 동해시 발한로 45)
911,북삼,강원,동해시,강원 동해시 쇄운동 84-5(강원 동해시 청운로 73)
912,천곡,강원,동해시,강원 동해시 천곡동 1044-2(강원도 동해시 한섬로 30)
913,삼척,강원,삼척시,강원 삼척시 남양동 17-2(강원 삼척시 진주로 41)
914,교동,강원,속초시,강원 속초시 교동 974-2(강원 속초시 수복로 17-1)
915,동명,강원,속초시,강원 속초시 동명동 1-18(강원 속초시 영금정로29)
916,조양,강원,속초시,강원 속초시 조양동 1540 부영파아트 상가동 102호(강원 속초시 조양로142번길 12)
917,양구,강원,양구군,강원 양구군 양구읍 상리 227-105(강원 양구군 양구읍 중앙길 47)
918,양양,강원,양양군,강원 양양군 양양읍 남문리 125(강원 양양군 양양읍 양양로 78-3)
919,영월,강원,영월군,강원 영월군 영월읍 하송1리 6반 178-11(강원 영월군 영월읍 하송1리 6반 178-11)
920,개운,강원,원주시,강원 원주시 개운동 395-23(강원 원주시 행구로 32)
921,늘품,강원,원주시,강원 원주시 반곡동 1767-54(강원 원주시 늘품로 193-1)
922,단계,강원,원주시,강원 원주시 단계동 837(강원 원주시 봉화로 48)
923,단구,강원,원주시,강원 원주시 관설동 1701-4(강원 원주시 나비허리길 154)
924,명륜,강원,원주시,강원 원주시 명륜동 539(강원 원주시 남원로 527)
925,무실,강원,원주시,강원 원주시 무실동 1664-3(강원 원주시 만대로 176)
926,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3(강원 원주시 문막읍 건등로 36)
927,우산,강원,원주시,강원 원주시 우산동 226-10(강원 원주시 우산초교길 58)
928,일산,강원,원주시,강원 원주시 원동 278-7(강원 원주시 남산로 59)
929,태장,강원,원주시,강원 원주시 태장동 북원로 2716-1(강원 원주시 태장동 북원로 2716-1)
930,혁신,강원,원주시,"강원 원주시 반곡동 1880-7(강원 원주시 양지로 14 , 114호)"
931,원통,강원,인제군,강원 인제군 북면 원통리 645-32(강원 인제군 북면 원통로 174-1)
932,사북고한,강원,정선군,강원 정선군 사북읍 사북리 344-56(강원 정선군 사북읍 사북중앙로 58-1)
933,가경2호,충북,청주시,"충북 청주시 흥덕구 개신동 696 매직타워 1층 110호(충북 청주시 흥덕구 복대로 19, 매직타워 1층 110호)"
934,갱고개,충북,충주시,충북 충주시 갱고개로 41(충북 충주시 교현동 173-11)
935,광혜원,충북,진천군,충북 진천군 광혜원면 광혜원리 503-7(충북 진천군 광혜원면 중리1길 7)
936,금왕,충북,음성군,충북 음성군 금왕군 무극리 629(충북 음성군 금왕읍 무극로 204-1)
937,금천광장,충북,청주시,"충북 청주시 상당구 용암동 411,412(충북 청주시 상당구 용암동 411,412)"
938,단양,충북,단양군,충북 단양군 단양읍 도전리 523(충북 단양군 단양읍 수변로 63)
939,대소,충북,음성군,충북 음성군 대소면 태생리 539-170(충북 음성군 대소면 대동로 865)
940,명동,충북,제천시,충북 제천시 명동 198번지(충북 제천시 용두천로5길 10)
941,보은,충북,보은군,충북 보은군 보은읍 삼산리 153-2(충북 보은군 보은읍 보은로 137)
942,복대1호,충북,청주시,충북 청주시 흥덕구 복대동 865-4(충북 청주시 흥덕구 성봉로 319-1)
943,봉명1호,충북,청주시,충북 청주시 흥덕구 봉명동 2813(충북 청주시 흥덕구 월명로 178)
944,봉방문화교현,충북,충주시,충북 충주시 교현동 624-6(충북 충주시 국원대로 83)
945,분평,충북,청주시,충북 청주시 서원구 분평동 1234(충북 청주시 서원구 청남로 1992)
946,사직1호,충북,청주시,충북 청주시 흥덕구 사직2동 595-12(충북 청주시 흥덕구 호국로 71)
947,산남성화,충북,청주시,"충북 청주시 흥덕구 성화동 886번지 101호(충북 청주시 흥덕구 구룡산로51번가길 10, 101호)"
948,성내용산,충북,충주시,충북 충주시 용산동 598(충북 충주시 형설로 110)
949,수곡,충북,청주시,충북 청주시 수곡동 896(충북 청주시 서원구 구룡산로 245)
950,신백,충북,제천시,충북 제천시 신백동 214-7(충북 제천시 의병대로 36길 29)
951,연수,충북,충주시,충북 충주시 연수동 1610(충북 충주시 갱고개로 154-1)
952,오송,충북,청주시,충북 청주시 흥덕구 오송읍 호송읍 만수리 521(충북 청주시 흥덕구 오송읍 오송생명로 200)
953,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-2(충남 계룡시 엄사면 번영로 68)
954,권곡,충남,아산시,충남 아산시 권곡동 549-26(충남 아산시 번영로 182)
955,금산,충남,금산군,충남 금산군 금산읍 상리 47-10(충남 금산군 금산읍 금산로 1503-2)
956,기지시,충남,당진시,충남 당진시 반촌리 861-20(충남 당진시 송악읍 반촌로 140-39)
957,내포1호,충남,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호(충남 홍성군 홍북면 청사로 36 승우빌딩 107호)
958,대산,충남,서산시,충남 서산시 대산읍 산리 129-5(충남 서산시 대산읍 구진로 27)
959,동대,충남,보령시,충남 보령시 동대동 1766(충남 보령시 작은오랏5길 9)
960,동문,충남,서산시,충남 서산시 동문동 406-2(충남 서산시 안견로 153-3)
961,두정,충남,천안시,충남 천안시 서북구 성정2동 1211(충남 천안시 서북구 성정중7길 18)
962,목천,충남,천안시,충남 천안시 동남구 목천읍 신계리 134-18(충남 천안시 동남구 목천읍 충절로 890)
963,배미,충남,아산시,충남 아산시 배미동 239-17(충남 아산시 서부북로 1006)
964,배방1호,충남,아산시,충남 아산시 배방읍 공수리 89-28(충남 아산시 배방읍 모산로 153-1)
965,백석,충남,천안시,"충남 천안시 서북구 백석동 910번지 주공아파트상가 103호(충남 천안시 서북구 백석3로 70, 주공그린빌11단지3차아파트 상가 103호)"
966,병천,충남,천안시,충남 천안시 동남구 병천면 병천리 156-5(충남 천안시 동남구 병천면 병천2로 3)
967,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11(충남 당진시 송악읍 신복운로 171)
968,봉명다가,충남,천안시,충남 천안시 봉명동 31-1(충남 천안시 동남구 봉정로 14-2)
969,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5(충남 부여군 부여읍 석탑로 76-1)
970,불당,충남,천안시,충남 천안시 서북구 불당동 1630(충남 천안시 서북구 불당33길 40)
971,서산테크노,충남,서산시,충남 서산시 오사리 1666(충남 서산시 성연면 성연3로 111)
972,서천,충남,서천군,충남 서천군 군사리 718-11(충남 서천군 서천로 127)
973,계룡대,충남,계룡시,충남 계룡시 엄사면 엄사리 253-2(충남 계룡시 엄사면 번영로 68)
974,신관,충남,공주시,충남 공주시 신관동 24-25(충남 공주시 번영1로 138)
975,옥룡,충남,공주시,충남 공주시 옥룡동 308-1(충남 공주시 무령로 301)
976,금산,충남,금산군,충남 금산군 금산읍 상리 47-10(충남 금산군 금산읍 금산로 1503-2)
977,취암,충남,논산시,충남 논산시 내동 628(충남 논산시 중앙로 214)
978,기지시,충남,당진시,충남 당진시 반촌리 861-20(충남 당진시 송악읍 반촌로 140-39)
979,복운,충남,당진시,충남 당진시 송악면 복운리 1642-11(충남 당진시 송악읍 신복운로 171)
980,신평,충남,당진시,"충남 당진시 신평면 거산리 13-4번지 1층(충남 당진시 신평면 거산3거리길 46, 1층)"
981,읍내,충남,당진시,충남 당진시 읍내동 850(충남 당진시 무수동로 196(읍내동))
982,채운,충남,당진시,충남 당진시 읍내동 1541(충남 당진시 우두로 23)
983,합덕,충남,당진시,충남 당진시 합덕읍 운산리 266-2(충남 당진시 합덕읍 합우로 136)
984,동대,충남,보령시,충남 보령시 동대동 1766(충남 보령시 작은오랏5길 9)
985,부여,충남,부여군,충남 부여군 부여읍 관북리 133-5(충남 부여군 부여읍 석탑로 76-1)
986,대산,충남,서산시,충남 서산시 대산읍 산리 129-5(충남 서산시 대산읍 구진로 27)
987,동문,충남,서산시,충남 서산시 동문동 406-2(충남 서산시 안견로 153-3)
988,서산테크노,충남,서산시,충남 서산시 오사리 1666(충남 서산시 성연면 성연3로 111)
989,석림,충남,서산시,충남 서산시 동문동 999-6(충남 서산시 안견로 265)
990,읍내,충남,서산시,충남 서산시 읍내동 276-5(충남 서산시 문화로 19)
991,서천,충남,서천군,충남 서천군 군사리 718-11(충남 서천군 서천로 127)
992,권곡,충남,아산시,충남 아산시 권곡동 549-26(충남 아산시 번영로 182)
993,배미,충남,아산시,충남 아산시 배미동 239-17(충남 아산시 서부북로 1006)
994,배방1호,충남,아산시,충남 아산시 배방읍 공수리 89-28(충남 아산시 배방읍 모산로 153-1)
995,온천,충남,아산시,충남 아산시 온천동 1310(충남 아산시 아산로 70)
996,용화,충남,아산시,충남 아산시 용화동 714(충남 아산시 온중로 5)
997,고창,전북,고창군,전북 고창군 고창읍 교촌리 506(전북 고창군 고창읍 중앙로 309)
998,구암조촌,전북,군산시,전북 군산시 조촌동 2-21(전북 군산시 궁포1로 24-5 106호)
999,군산대,전북,군산시,전북 군산시 미룡동 867-2(전북 군산시 미제1길 12)
1000,김제,전북,김제시,전북 김제시 신풍동 594-4번지(전북 김제시 도작8길 38)
1001,나운1호,전북,군산시,전북 군산시 나운동 834-7(전북 군산시 나운로 82)
1002,남원,전북,남원시,전북 남원시 도통동 387-12(전북 남원시 시청로 25)
1003,동산,전북,익산시,전북 익산시 마동 344-5(전북 익산시 서동로 95)
1004,동산조촌,전북,전주시,전북 전주시 덕진구 반월동 230-6(전북 전주시 덕진구 혁신로 718)
1005,모현,전북,익산시,전북 익산시 모현동1가 857(전북 익산시 배산로 165-5)
1006,무주,전북,무주군,전북 무주군 무주읍 읍내리 962(전북 무주군 무주읍 주계로 67-1)
1007,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4(전북 무주군 설천면 구천동로 852)
1008,미장수송,전북,군산시,전북 군산시 수송동 836-8(전북 군산시 수송동 동수송4길 8)
1009,봉동,전북,완주군,"전북 완주군 봉동읍 둔산리 907-5  101호(전북 완주군 봉동읍 완주산단8로 13, 101호)"
1010,부송,전북,익산시,전북 익산시 부송동 710-5(전북 익산시 하나로 0길 84)
1011,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1(전북 부안군 부안읍 학동길 22-1)
1012,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8(전북 완주군 삼례읍 삼례로 430)
1013,삼천1호,전북,전주시,전북 전주시 완산구 삼천동1가 621(전북 전주시 완산구 용리로 124)
1014,상동,전북,정읍시,전북 정읍시 장명동 169-10(전북 정읍시 관통로 20-1)
1015,서곡효자,전북,전주시,전북 전주시 완산구 효자동3가 1609-16(전북 전주시 완산구 홍산로 375 104호)
1016,서신,전북,전주시,전북 전주시 완산구 서신동 938-5(전라북도 전주시 완산구 고사평4길 7)
1017,고창,전북,고창군,전북 고창군 고창읍 교촌리 506(전북 고창군 고창읍 중앙로 309)
1018,구암조촌,전북,군산시,전북 군산시 조촌동 2-21(전북 군산시 궁포1로 24-5 106호)
1019,군산대,전북,군산시,전북 군산시 미룡동 867-2(전북 군산시 미제1길 12)
1020,나운1호,전북,군산시,전북 군산시 나운동 834-7(전북 군산시 나운로 82)
1021,미장수송,전북,군산시,전북 군산시 수송동 836-8(전북 군산시 수송동 동수송4길 8)
1022,소룡산북,전북,군산시,전북 군산시 소룡동 1545-5번지(전북 군산시 칠성안2길 94-3)
1023,지곡,전북,군산시,전북 군산시 지곡동 495-1(전북 군산시 백토로 231)
1024,김제,전북,김제시,전북 김제시 신풍동 594-4번지(전북 김제시 도작8길 38)
1025,남원,전북,남원시,전북 남원시 도통동 387-12(전북 남원시 시청로 25)
1026,무주,전북,무주군,전북 무주군 무주읍 읍내리 962(전북 무주군 무주읍 주계로 67-1)
1027,무주구천,전북,무주군,전북 무주군 설천면 삼공리 364-4(전북 무주군 설천면 구천동로 852)
1028,부안,전북,부안군,전북 부안군 부안읍 봉덕리 826-1(전북 부안군 부안읍 학동길 22-1)
1029,순창,전북,순창군,전북 순창군 순창읍 순화리 282-6(전북 순창군 순창읍 경천로 57)
1030,봉동,전북,완주군,"전북 완주군 봉동읍 둔산리 907-5  101호(전북 완주군 봉동읍 완주산단8로 13, 101호)"
1031,삼례우석대,전북,완주군,전북 완주군 삼례읍 후정리 13-8(전북 완주군 삼례읍 삼례로 430)
1032,동산,전북,익산시,전북 익산시 마동 344-5(전북 익산시 서동로 95)
1033,모현,전북,익산시,전북 익산시 모현동1가 857(전북 익산시 배산로 165-5)
1034,부송,전북,익산시,전북 익산시 부송동 710-5(전북 익산시 하나로 0길 84)
1035,영등1호,전북,익산시,전북 익산시 영등동 766-1(전북 익산시 고봉로 274)
1036,영등2호,전북,익산시,전북 익산시 영등동 843-5(전북 익산시 무왕로 15길 15)
1037,원광대,전북,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호(전북 익산시 익산대로68길 51 (시즈퍼스트 상가112호, 113호))"
1038,임실,전북,임실군,전북 임실군 임실읍 이도리 294(전북 임실군 임실읍 감천로 20)
1039,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4(전남 강진군 강진읍 영랑로3길 7)
1040,국동,전남,여수시,전남 여수시 신월동 96-1(전남 여수시 신월로 570)
1041,금당1호,전남,순천시,전남 순천시 조례동 1612번지 1-4호(전남 순천시 장선배기길 77  1-4호)
1042,나주,전남,나주시,전남 나주시 대호동 1040-7(전남 나주시 대호길 49-1)
1043,남부,전남,순천시,전남 순천시 풍덕동 1265-5(전남 순천시 장평로 50)
1044,남악,전남,무안군,전남 무안군 삼향읍 남악리 1577 골든스위트 125호(전남 무안군 삼향읍 남악4로 50)
1045,담양,전남,담양군,전남 담양군 담양읍 백동리 247-7(전남 담양군 담양읍 죽향대로 1204)
1046,둔덕,전남,여수시,전남 여수시 둔덕동 434-7(전남 여수시 쌍봉로 361)
1047,무안읍,전남,무안군,전남 무안군 무안읍 성남리 813-45(전남 무안군 무안읍 면성1길 129)
1048,문수,전남,여수시,전남 여수시 문수동 124-1(전남 여수시 문수로 64)
1049,보성,전남,보성군,전남 보성군 보성읍 보성리 831-19(전남 보성군 보성읍 중앙로 101)
1050,빛가람1호,전남,나주시,전남 나주시 빛가람동 190-3(전남 나주시 상야1길 20)
1051,삼학,전남,목포시,전남 목포시 산정동 1386-8(전남 목포시 남해로 61)
1052,삼호,전남,영암군,전남 영암군 삼호읍 용앙리 481(전남 영암군 삼호읍 대불주거로 118)
1053,상동석현,전남,목포시,전남 목포시 석현동 1173-2(전남 목포시 옥암로 182 경현빌딩 1층)
1054,순천대점,전남,순천시,전남 순천시 석현동 80-5(전남 순천시 순천대2길 30)
1055,신기,전남,여수시,전남 여수시 신기동 117-7(전남 여수시 망마로 81)
1056,신대,전남,순천시,전남 순천시 해룡면 신대리 2019-4(전남 순천시 해룡면 매안3길 27 1층)
1057,안산,전남,여수시,전남 여수시 안산동 470-2(전남 여수시 도원로 144)
1058,여서,전남,여수시,전남 여수시 여서동 240-8(전남 여수시 여문1로 30)
1059,강진,전남,강진군,전남 강진군 강진읍 남성리 5-4(전남 강진군 강진읍 영랑로3길 7)
1060,가흥,경북,영주시,경북 영주시 가흥동 1881(경북 영주시 대학로 187번길 4-1)
1061,경북도청,경북,안동시,경북 안동시 풍천면 갈전리 1325(경북 안동시 풍천면 풍요4길 36-7)
1062,경산,경북,경산시,경북 경산시 옥산동 758-10(1층)(경북 경산시 성암로21길 3-1)
1063,경산오거리,경북,경산시,경북 경산시 중방동 880-23(경북 경산시 원효로 4)
1064,계양사동,경북,경산시,경북 경산시 사동 663-6(경북 경산시 백양로33길 13)
1065,구룡포,경북,포항시,경북 포항시 남구 구룡포읍 구룡포1리 742(경북 포항시 남구 구룡포읍 구룡포1리 742)
1066,금곡,경북,안동시,경북 안동시 당북동 311-8(경북 안동시 제비원로 135-1)
1067,김천,경북,김천시,"경북 김천시 신음동 1301-4(경북 김천시 신음새동네길 82, 가동)"
1068,김천혁신,경북,김천시,경북 김천시 율곡동 364(경북 김천시 혁신4로 5)
1069,남부,경북,포항시,경북 포항시 남구 대도동 124-13(경북 포항시 남구 문예로 84)
1070,대해중앙,경북,포항시,경북 포항시 남구 대도동 97-4(경북 포항시 남구 상공로 156)
1071,도량,경북,구미시,경북 구미시 도량동 262-1(경북 구미시 송동로 66)
1072,동천,경북,경주시,경북 경주시 동천동 791(경북 경주시 백률로 28-2)
1073,봉곡,경북,구미시,경북 구미시 봉곡동 302-4(경북 구미시 봉곡남로 87-1)
1074,부곡,경북,김천시,경북 김천시 부곡동 426-1(경북 김천시 김천로 10)
1075,북삼,경북,칠곡군,경북 칠곡군 북삼읍 인평리 246-3(경북 칠곡군 북삼읍 금오대로 233)
1076,상모,경북,구미시,경북 구미시 상모동 42-7(경북 구미시 상사서로 92)
1077,상주,경북,상주시,경북 상주시 무양동 213-3(경북 상주시 상산로 347-2(무양동))
1078,석적,경북,칠곡군,경북 칠곡군 석적읍 중리 203-5(경북 칠곡군 석적읍 북중리 12길 2)
1079,선산,경북,구미시,경북 구미시 선산읍 동부리 416(경북 구미시 선산읍 선산중앙로 98-1)
1080,경산,경북,경산시,경북 경산시 옥산동 758-10(1층)(경북 경산시 성암로21길 3-1)
1081,경산오거리,경북,경산시,경북 경산시 중방동 880-23(경북 경산시 원효로 4)
1082,계양사동,경북,경산시,경북 경산시 사동 663-6(경북 경산시 백양로33길 13)
1083,영대,경북,경산시,경북 경산시 압량면 신대리 497(경북 경산시 압량면 압독2로 22)
1084,진량,경북,경산시,경북 경산시 진량읍 봉회리 81-3(경북 경산시 진량읍 봉황길 41)
1085,하양,경북,경산시,경북 경산시 하양읍 금락리 130-18(경북 경산시 하양읍 하양로 21)
1086,동천,경북,경주시,경북 경주시 동천동 791(경북 경주시 백률로 28-2)
1087,성건중앙,경북,경주시,경북 경주시 성건동 625-13(경북 경주시 공영주택길 6-1(성건동))
1088,안강,경북,경주시,경북 경주시 안강읍 산대리 2400-2(경북 경주시 안강읍 구부랑길 43-1)
1089,충효,경북,경주시,경북 경주시 충효동 3002-1(경북 경주시 충효중앙길 27)
1090,황성,경북,경주시,경북 경주시 황성동 893-3(경북 경주시 용담로116번길 7)
1091,가호,경남,진주시,경남 진주시 가좌동 1431-2(경남 진주시 가좌길84번길 4)
1092,감계,경남,창원시,경남 창원시 의창구 북면 감계리 246-4(경남 창원시 의창구 북면 감계로 110번길 47-1)
1093,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5(경남 거창군 거창읍 거열로 197)
1094,경화,경남,창원시,"경남 창원시 진해시 경화동 1199-2(대풍빌라201)(경남 창원시 진해구 진해대로 642, 대풍빌라 201호)"
1095,고성,경남,고성군,경남 고성군 고성읍 동외리 345-7(경남 고성군 고성읍 동외로 130-1)
1096,고현상동,경남,거제시,경남 거제시 고현동 406-18(경남 거제시 거제중앙로 1804)
1097,구산,경남,김해시,경남 김해시 구산동 275-8(경남 김해시 구산로 44)
1098,금산,경남,진주시,경남 진주시 금산면 장사리 1022-1(경남 진주시 금산면 금산순환로 42-1)
1099,남양,경남,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호(경남 창원시 성산구 가음정로43번길 3  더원빌딩 104호)
1100,남지,경남,창녕군,경남 창녕군 남지읍 남지리 994-7(경남 창녕군 남지읍 남지중앙로 102-1)
1101,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11(경남 남해군 남해읍 화전로 54)
1102,내동,경남,김해시,경남 김해시 내동 138-1(경남 김해시 평전로 181)
1103,내서삼계,경남,창원시,경남 창원시 마산회원구 삼계리 35-14(경남 창원시 마산회원구 내서읍 삼풍로 61)
1104,내일동,경남,밀양시,경남 밀양시 내이동 1566-6(경남 밀양시 백민로 76-1)
1105,대방,경남,창원시,경남 창원시 성산구 성주동 100(경남 창원시 성산구 대암로 247)
1106,대원,경남,창원시,경남 창원시 이창구 대원동 96-1(경남 창원시 의창구 두대로 55번길 10)
1107,대청,경남,김해시,경남 김해시 대청동 61-1(경남 김해시 대청로 210번길 24)
1108,덕계,경남,양산시,경남 양산시 덕계동 750(경남 양산시 덕계로 51)
1109,도계명서,경남,창원시,경남 창원시 의창구 도계동 396-9(경남 창원시 의창구 도계로 79)
1110,동금,경남,사천시,경남 사천시 동금동 58-4(경남 사천시 남일로 43-1)
1111,고현상동,경남,거제시,경남 거제시 고현동 406-18(경남 거제시 거제중앙로 1804)
1112,아주,경남,거제시,경남 거제시 아주동 1178-2(경남 거제시 아주로 68)
1113,옥포,경남,거제시,경남 거제시 옥포동 160-1(경남 거제시 옥포로 6길 11)
1114,장평,경남,거제시,경남 거제시 장평동 274(경남 거제시 장평3로 3길 8)
1115,중곡수월,경남,거제시,경남 거제시 고현동 997(경남 거제시 중곡2로 6길 15)
1116,거창1호,경남,거창군,경남 거창군 거창읍 대동리 697-5(경남 거창군 거창읍 거열로 197)
1117,고성,경남,고성군,경남 고성군 고성읍 동외리 345-7(경남 고성군 고성읍 동외로 130-1)
1118,구산,경남,김해시,경남 김해시 구산동 275-8(경남 김해시 구산로 44)
1119,내동,경남,김해시,경남 김해시 내동 138-1(경남 김해시 평전로 181)
1120,대청,경남,김해시,경남 김해시 대청동 61-1(경남 김해시 대청로 210번길 24)
1121,부원봉황,경남,김해시,경남 김해시 부원동 603-2(경남 김해시 가락로23번길 7)
1122,삼계1호,경남,김해시,경남 김해시 삼계동 1479-4(경남 김해시 해반천로 144번길 35-10)
1123,삼방,경남,김해시,경남 김해시 삼방동 691-2 한일상가 108호(경남 김해시 삼안로 244)
1124,삼정,경남,김해시,경남 김해시 삼정동 590-1(경남 김해시 활천로36번길 14)
1125,어방,경남,김해시,경남 김해시 어방동 523-2(경남 김해시 인제로 170번길 9-25)
1126,외동,경남,김해시,경남 김해시 외동 1187-12(경남 김해시 함박로 47)
1127,율하,경남,김해시,경남 김해시 관동동 1064-6(경남 김해시 율하2로 3-1)
1128,장유1호,경남,김해시,경남 김해시 내덕동 220-1 101호(경남 김해시 금관대로599번길 14-6)
1129,지내안동,경남,김해시,경남 김해시 지내동 67-1(경남 김해시 김해대로 2725번길 50)
1130,진영,경남,김해시,경남 김해시 진영읍 진영리 1629-2(경남 김해시 진영읍 장등로 10번길 12)
1131,남해,경남,남해군,경남 남해군 남해읍 서변리 160-11(경남 남해군 남해읍 화전로 54)
1132,내일동,경남,밀양시,경남 밀양시 내이동 1566-6(경남 밀양시 백민로 76-1)
1133,삼문상남,경남,밀양시,경남 밀양시 삼문동 717-11(경남 밀양시 미리벌중앙로 56)
1134,동금,경남,사천시,경남 사천시 동금동 58-4(경남 사천시 남일로 43-1)
1135,벌용,경남,사천시,경남 사천시 벌리동 255-9(경남 사천시 벌리9길 35)
1136,사남,경남,사천시,경남 사천시 사남면 월성리 64-3(경남 사천시 사남면 월성1길 100  103호)
1137,사천,경남,사천시,경남 사천시 사천읍 수석리 293-23(경남 사천시 사천읍 진삼로 1433-2)
1138,산청,경남,산청군,경남 산청군 산청읍 옥산리 249(경남 산청군 산청읍 웅석봉로 68번길 8)
1139,덕계,경남,양산시,경남 양산시 덕계동 750(경남 양산시 덕계로 51)
1140,물금,경남,양산시,경남 양산시 물금읍 범어리 2682-10(경남 양산시 물금읍 화합9길 9)
1141,삼성,경남,양산시,경남 양산시 북정동 885-12(경남 양산시 북정로 25)
1142,상북,경남,양산시,경남 양산시 상북면 석계리 242-1(경남 양산시 상북면 반회서5길 11)
1143,서창1호,경남,양산시,경남 양산시 삼호동 707-2(경남 양산시 삼호로 180)
1144,석산,경남,양산시,경남 양산시 동면 금산리 1422-14(경남 양산시 동면 금오2길 50)
1145,중앙,경남,양산시,경남 양산시 중부동 684-6(경남 양산시 양주2길 37 1층)
1146,증산,경남,양산시,경남 양산시 물금읍 가촌리 1269-3(경남 양산시 물금읍 물금로 182)
1147,통도사,경남,양산시,경남 양산시 하북면 순지리 814-5(경남 양산시 하북면 통도사로 54)
1148,건입,제주,제주시,제주 제주시 일도2동 160-9(제주 제주시 고마로 29)
1149,노형,제주,제주시,제주 제주시 노형동 1055-1(제주 제주시 월랑로 35)
1150,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4(제주 서귀포시 대정읍 신영로 73)
1151,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4(제주 제주시 서해안로 160-1 1층)
1152,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2(제주 제주시 화삼북로2길 32)
1153,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6(제주 서귀포시 일주동로 8584)
1154,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3(제주 서귀포시 명동로 29(서귀동))
1155,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10(제주 서귀포시 신서귀로97길 55)
1156,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1(제주 서귀포시 성산읍 성산등용로 78)
1157,아라이도,제주,제주시,제주 제주시 이도2동 1970-24(제주 제주시 승천로 51)
1158,애월하귀,제주,제주시,제주 제주시 애월읍 하귀1리 167(제주 제주시 애월읍 하귀9길 45)
1159,용담삼도,제주,제주시,제주 제주시 용담2동 624-10 1층(제주 제주시 용화로 63)
1160,이도일도,제주,제주시,제주 제주시 이도이동 1179-18(제주 제주시 광양 13길 3)
1161,제주1호,제주,제주시,제주 제주시  연동 272-30(제주 제주시 삼무로 50)
1162,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9(제주 서귀포시 천제연로 215)
1163,탑동,제주,제주시,제주 제주시 삼도이동 1192-22(제주 제주시 탑동로 21)
1164,한림협재,제주,제주시,제주 제주시 한림읍 한림리 1582-8(제주 제주시 한림읍 한림중앙로 47)
1165,함덕,제주,제주시,제주 제주시 조천읍 함덕리 1004-41(제주 제주시 조함해안로 510)
1166,대정,제주,서귀포시,제주 서귀포시 대정읍 하모리 1048-4(제주 서귀포시 대정읍 신영로 73)
1167,서귀포1호,제주,서귀포시,제주 서귀포시 동흥동 117-6(제주 서귀포시 일주동로 8584)
1168,서귀포명동,제주,서귀포시,제주 서귀포시 서귀동 408-3(제주 서귀포시 명동로 29(서귀동))
1169,서귀포혁신도시,제주,서귀포시,제주 서귀포시 강정동 166-10(제주 서귀포시 신서귀로97길 55)
1170,성산일출봉,제주,서귀포시,제주 서귀포시 성산읍 성산리 362-1(제주 서귀포시 성산읍 성산등용로 78)
1171,중문,제주,서귀포시,제주 서귀포시 중문동 1965-9(제주 서귀포시 천제연로 215)
1172,건입,제주,제주시,제주 제주시 일도2동 160-9(제주 제주시 고마로 29)
1173,노형,제주,제주시,제주 제주시 노형동 1055-1(제주 제주시 월랑로 35)
1174,도두해안도로,제주,제주시,제주 제주시 도두1동 2625-4(제주 제주시 서해안로 160-1 1층)
1175,삼양화북,제주,제주시,제주 제주시 화북1동 1023-2(제주 제주시 화삼북로2길 32)
