,store,sido,gungu,store_address
647,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052(경기 김포시 고촌읍 고송로 17)
648,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4(경기 수원시 권선구 동수원로 58번길 18)
649,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9(경기 광주시 곤지암읍 경충대로 617)
650,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98(경기 안성시 공도읍 공도로 68)
651,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호(경기 과천시 별양로 28  A상가(4번지)동 제1층 1023호)
652,관양,경기,안양시,"경기 안양시 동안구 관양동 1437-20 1층(경기 안양시 동안구 관악대로 419-1, 1층)"
653,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호(경기 수원시 영통구 센트럴타운로 85)
654,광명1호,경기,광명시,경기 광명시 광명동 295-4(경기 광명시 광명로 864)
655,광주1호,경기,광주시,경기 광주시 경안동 154-1(경기 광주시 문화로 101번길 2)
656,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2(경기 부천시 소사구 범안로 2)
657,가평,경기,가평군,경기 가평군 가평읍 대곡리 230-23(경기 가평군 가평읍 오리나무길 25)
658,청평,경기,가평군,경기 가평군 청평면 청평리 452-5(경기 가평군 청평면 청평중앙로 17)
659,현리,경기,가평군,경기 가평군 하면 현리 259-7(경기 가평군 하면 조종희망로 26)
660,고양동,경기,고양시,"경기 고양시 덕양구 고양동 176-8 104호(경기 고양시 덕양구 동헌로 461, 104호)"
661,무원마을,경기,고양시,"경기 고양시 덕양구 행신동 719-9 (1층103호)(경기 고양시 덕양구 무원로 32, 1층 103호)"
662,삼송,경기,고양시,"경기 고양시 덕양구 신원로 185(신원동, 1층 상가 5~6호)(경기 고양시 덕양구 신원로 185(신원동, 1층 상가 5~6호))"
663,원당,경기,고양시,경기 고양시 덕양구 성사동 519-2(경기 고양시 덕양구 호국로 838)
664,행신1호,경기,고양시,경기 고양시 덕양구 행신동 995-2(경기 고양시 덕양구 중앙로 547)
665,화정1호,경기,고양시,"경기 고양시 덕양구 화정동 906-5 1층 102호(경기 고양시 덕양구 은빛로 61, 1층 102호)"
666,강선,경기,고양시,경기 고양시 일산동구 정발산동 717-3(경기 고양시 일산동구 무궁화로75번길 36)
667,밤가시후곡,경기,고양시,경기 고양시 일산동구 정발산동 1093(경기 고양시 일산서구 일산로 486)
668,백마강촌,경기,고양시,경기 고양시 일산동구 마두1동 734 백마마을4단지상가 106호(경기 고양시 일산동구 강촌로 191)
669,백송,경기,고양시,"경기 고양시 일산동구 백석동 1225 중앙프라자 103호(경기 고양시 일산동구 강송로 115, 중앙프라자 103호)"
670,식사,경기,고양시,경기 고양시 일산동구 식사동 1531(경기 고양시 일산동구 위시티2로 11번길)
671,중산,경기,고양시,경기 고양시 일산동구 중산동 1667-3(경기 고양시 일산동구 고봉로278번길 16)
672,호수,경기,고양시,경기 고양시 일산동구 백석동 1414-15(경기 고양시 일산동구 호수로 446번길 73-3)
673,구일산,경기,고양시,경기 고양시 일산서구 일산동 967-6(경기 고양시 일산서구 원일로 21)
674,대화,경기,고양시,"경기 고양시 일산서구 대화동 2126-2 (동남빌딩 101호)(경기 고양시 일산서구 대산로 212, 동남빌딩 101호)"
675,주엽,경기,고양시,"경기 고양시 일산서구 주엽2동 138 애비뉴상가 1층 1068호(경기 고양시 일산서구 중앙로 1493, 애비뉴상가 1층)"
676,탄현,경기,고양시,경기 고양시 일산서구 탄현동 1501-4(경기 고양시 일산서구 탄중로233번길 4)
677,과천1호,경기,과천시,경기 과천시 원문동 4 레미안 슈르 A상가(4번지)동 제1층 1023호(경기 과천시 별양로 28  A상가(4번지)동 제1층 1023호)
678,광명1호,경기,광명시,경기 광명시 광명동 295-4(경기 광명시 광명로 864)
679,소하1호,경기,광명시,경기 광명시 소하동 1240-3(경기 광명시 기아로 24)
680,소하2호,경기,광명시,"경기 광명시 소하동 1363, 신촌 휴먼시아 상가 106호(경기 광명시 신촌로 49, 신촌 휴먼시아 상가 106호)"
681,철산1호,경기,광명시,경기 광명시 철산동 210-1(경기 광명시 시청로 41)
682,철산2호,경기,광명시,경기 광명시 철산동 92-1(경기 광명시 시청로 110)
683,하안1호,경기,광명시,"경기 광명시 하안동 35-5, 영보빌딩 102호(경기 광명시 하안로287번길 17, 영보빌딩 102호)"
684,곤지암,경기,광주시,경기 광주시 곤지암읍 곤지암리 443-9(경기 광주시 곤지암읍 경충대로 617)
685,광주1호,경기,광주시,경기 광주시 경안동 154-1(경기 광주시 문화로 101번길 2)
686,신현,경기,광주시,경기 광주시 오포읍 신현리 371-4(경기 광주시 오포읍 신현로 120)
687,태전,경기,광주시,경기 광주시 태전동 261-14(경기 광주시 태봉로 26)
688,수택,경기,구리시,경기 구리시 교문동 760-12(경기 구리시 이문안로 3)
689,인창,경기,구리시,경기 구리시 인창동 527-17(경기 구리시 동구릉로 77)
690,토평,경기,구리시,"경기 구리시 토평동 970-6 1층 상가(경기 구리시 벌말로 147번길 28, 1층 상가)"
691,당동1호,경기,군포시,"경기 군포시 당동 904-5 그린프라자 102호(경기 군포시 고산로 264번길 13, 그린프라자 102호)"
692,부곡,경기,군포시,경기 군포시 부곡동 1132-4 1층(경기 군포시 송부로 291번길 9)
693,산본1호,경기,군포시,"경기 군포시 산본동 1106-3 101호(경기 군포시 산본로 431번길 6, 101호)"
694,산본3호,경기,군포시,"경기 군포시 산본동 48 에덴다모은정아파트 1층(경기 군포시 곡란로 8번길 42, 에덴다모은정아파트 1층)"
695,산본역,경기,군포시,경기 군포시 산본동 1142-6(경기 군포시 번영로 495)
696,호계3호,경기,군포시,경기 군포시 당정동 2-3(경기 군포시 엘에스로 13)
697,고촌,경기,김포시,경기 김포시 고촌면 신곡리 1052(경기 김포시 고촌읍 고송로 17)
698,구래,경기,김포시,경기 김포시 구래동 6883-1(경기 김포시 김포한강9로 76번길 87)
699,사우,경기,김포시,"경기 김포시 사우동 998(경기 김포시 돌문로 66, 1층)"
700,운양,경기,김포시,경기 김포시 운양동 1297-6 승문리앤포레 1차 1층(경기 김포시 김포한강11로 310 승문리앤포레 1차 1층)
701,장기1호,경기,김포시,"경기 김포시 장기동 장기동 1360(경기 김포시 김포한강1로 78번길 6-6, 1층(연경프라자 103,104,114호))"
702,통진1호,경기,김포시,경기 김포시 서암리 758-79(경기 김포시 서암로 94번길 6)
703,풍무,경기,김포시,경기 김포시 풍무동 429-11(경기도 김포시 풍무로 59)
704,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91(경기 남양주시 와부읍 수레로 44 1층)
705,도농1호,경기,남양주시,경기 남양주시 도농동 153-5(경기 남양주시 경춘로 384)
706,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8(경기 남양주시 화도읍 마석로 100)
707,별내1호,경기,남양주시,경기 남양주시 별내동 1078-3(경기 남양주시 별내면 별내5로 5번길 47)
708,별내2호,경기,남양주시,경기 남양주시 별내동 846-7(경기 남양주시 덕송2로6번길 16-48)
709,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19(경기 남양주시 오남읍 진건오남로 647)
710,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4(경기 남양주시 진건읍 사릉로 390)
711,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1(경기 남양주시 진접읍 봉현로 14)
712,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1(경기 남양주시 진접읍 해밀예당2로 119)
713,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3(경기 남양주시 화도읍 창현로 19)
714,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14(경기 남양주시 퇴계원면 퇴계원로 33)
715,평내,경기,남양주시,경기 남양주시 평내동 203-2(경기 남양주시 경춘로 1298 혜림빌딩)
716,호평,경기,남양주시,경기 남양주시 호평동 650-1(경기 남양주시 호평로 64-1)
717,송내,경기,동두천시,"경기 동두천시 지행동 694 예일 복합타워 114호(경기 동두천시 중앙로 134-12, 예일복합타워 114호)"
718,괴안,경기,부천시,경기 부천시 소사구 괴안동 39-2(경기 부천시 소사구 범안로 2)
719,소사범박,경기,부천시,경기 부천시 소사구 소사본동 139-9(경기 부천시 소사구 소사로222)
720,송내,경기,부천시,경기 부천시 소사구 송내1동 366-13(경기 부천시 소사구 경인로 67)
721,심곡1호,경기,부천시,경기 부천시 소사구 심곡본동 678-17(경기 부천시 소사구 성주로 257-1)
722,고강1호,경기,부천시,경기 부천시 오정구 고강1동 305-4(경기 부천시 오정구 원종로 111)
723,원종도당,경기,부천시,경기 부천시 오정구 원종1동 281-15(경기 부천시 오정구 소사로 740)
724,상동1호,경기,부천시,"경기 부천시 원미구 상2동 546-6 110호(경기 부천시 원미구 소향로 25, 110호)"
725,상동역,경기,부천시,"경기 부천시 원미구 상동 523-3 대동프라자 1층 107호(경기 부천시 원미구 도약로 25, 대동프라자 1층 107호)"
726,송내로데오,경기,부천시,경기 부천시 원미구 상동 400-2(경기 부천시 원미구 상일로 86)
727,신중동,경기,부천시,경기 부천시 원미구 중동 1141-1(경기 부천시 원미구 중동로 262번길 40)
728,역곡2동,경기,부천시,경기 부천시 원미구 역곡동 48-5(경기 부천시 원미구 부일로 696)
729,중동2호,경기,부천시,경기 부천시 원미구 중4동 1033-3(경기 부천시 원미구 길주로 199)
730,동판교,경기,성남시,경기 성남시 분당구 삼평동 664(경기 성남시 분당구 판교역로 192번길 12)
731,무지개마을,경기,성남시,경기 성남시 분당구 구미동 212-2(경기 성남시 분당구 미금로 22번길 8)
732,미금,경기,성남시,경기 성남시 분당구 구미동 47-1(경기 성남시 분당구 미금일로 74번길 20)
733,서판교,경기,성남시,경기 성남시 분당구 판교동 612-3(경기 성남시 분당구 운중로 243번길 14)
734,서현,경기,성남시,"경기 성남시 분당구 서현동 89-7, 삼성한신근린상가(경기 성남시 분당구 중앙공원로 39번길 7, 1층 121호)"
735,수내1호,경기,성남시,경기 성남시 분당구 수내동 32 양지마을청구아파트(경기 성남시 분당구 내정로 165번길 38 (양지마을청구아파트))
736,아름마을,경기,성남시,"경기 성남시 분당구 야탑동 533-8, 미라보상가 1층 7호(경기 성남시 분당구 판교로 445, 미라보상가 1층 7호)"
737,야탑1호,경기,성남시,경기 성남시 분당구 야탑동 272-4(경기 성남시 분당구 벌말로 40번길 3)
738,정자,경기,성남시,경기 성남시 분당구 정자동 58-8(경기 성남시 분당구 느티로 87번길 19)
739,효자,경기,성남시,"경기 성남시 분당구 서현동 298-3  효자촌프라자 119호(경기 성남시 분당구 돌마로 478, 효자촌프라자 119호)"
740,수진1호,경기,성남시,"경기 성남시 수정구 수진동 88번지 102호(경기 성남시 수정구 제일로 148, 102호)"
741,신흥1호,경기,성남시,경기 성남시 수정구 신흥동 34(경기 성남시 수정구 수정로 273)
742,태평1동,경기,성남시,경기 성남시 수정구 태평동 6974-1(경기 성남시 수정구 성남대로 1233)
743,금광1호,경기,성남시,경기 성남시 중원구 금광동 2706(경기 성남시 중원구 자혜로 82-1)
744,상대원1호,경기,성남시,경기 성남시 중원구 상대원동 5027(경기 성남시 중원구 희망로 321)
745,은행1호,경기,성남시,경기 성남시 중원구 은행동 663-3(경기 성남시 중원구 산성대로 572)
746,고색,경기,수원시,경기 수원시 권선구 고색동 31-4(경기 수원시 권선구 매송고색로 737)
747,곡반정,경기,수원시,경기 수원시 권선구 곡반정동 584-4(경기 수원시 권선구 동수원로 58번길 18)
748,권선1호,경기,수원시,경기 수원시 권선구 권선동 1260-5(경기 수원시 권선구 권광로 54)
749,금곡1호,경기,수원시,"경기 수원시 권선구 금곡동 1088-1(경기 수원시 권선구 금곡로118번길 10, 114호,115호)"
750,탑동,경기,수원시,경기 수원시 권선구 탑동 766-2(경기 수원시 권선구 탑동로 56)
751,호매실,경기,수원시,경기 수원시 권선구 호매실동 80-1(경기 수원시 권선구 금호로 64-3)
752,광교1호,경기,수원시,경기 수원시 영통구 이의동 1332 CB 4~5호(경기 수원시 영통구 센트럴타운로 85)
753,매탄1호,경기,수원시,경기 수원시 영통구 매탄동 1170-4(경기 수원시 영통구 매탄로 45(매탄동 1층))
754,매탄2호,경기,수원시,경기 수원시 영통구 매탄2동 199-69(경기 수원시 영통구 매영로 47)
755,매탄3호,경기,수원시,경기 수원시 영통구 매탄4동 208-21(경기 수원시 영통구 매탄로 184)
756,신영통1호,경기,수원시,경기 수원시 영통구 망포동 369-3(경기 수원시 영통구 영통로 161)
757,영통1호,경기,수원시,경기 수원시 영통구 영통동 1005-13(경기 수원시 영통구 영일로 25)
758,영통2호,경기,수원시,"경기 수원시 영통구 영통동 945-4, 한솔프라자 109호(경기 수원시 영통구 봉영로 1767, 한솔프라자 109호)"
759,연무1호,경기,수원시,경기 수원시 장안구 연무동 249-13(경기 수원시 장안구 월드컵로 420-2)
760,율전1호,경기,수원시,경기 수원시 장안구 율전동 305-6(경기 수원시 장안구 율전로 107)
761,정자1호,경기,수원시,경기 수원시 장안구 정자동 41-2(경기 수원시 장안구 장안로 111)
762,정자2호,경기,수원시,"경기 수원시 장안구 천천동 502-6, 1층(경기 수원시 장안구 정자로 28(천천동), 1층)"
763,조원1호,경기,수원시,경기 수원시 장안구 조원동 729-12(경기 수원시 장안구 조원로 100-1)
764,파장,경기,수원시,경기 수원시 장안구 송죽동 216-1(경기 수원시 장안구 경수대로 998)
765,매교,경기,수원시,경기 수원시 팔달구 매교동 186-3(경기 수원시 팔달구 정조로 658)
766,아주대,경기,수원시,"경기 수원시 팔달구 우만동 85-3 우만동R타워(경기 수원시 팔달구 중부대로239번길 5(우만동,우만동R타워))"
767,우만1호,경기,수원시,경기 수원시 팔달구 우만1동 466-4(경기 수원시 팔달구 월드컵로 371)
768,화서1호,경기,수원시,"경기 수원시 팔달구 화서동 703 꽃뫼양지마을(대우아파트) 상가 105, 106호(경기 수원시 팔달구 수성로 101번길 20, 꽃뫼양지마을(대우아파트) 상가 105, 106호)"
769,화서2호,경기,수원시,경기 수원시 팔달구 화서1동 135-2(경기 수원시 팔달구 화양로 17-2)
770,거모,경기,시흥시,경기 시흥시 거모동 1757-1(경기 시흥시 군자로 507)
771,능곡,경기,시흥시,경기 시흥시 능곡동 545(경기 시흥시 승지로 69)
772,목감신도시1호,경기,시흥시,경기 시흥시 목감동 410-2(경기 시흥시 남왕길 48)
773,배곧신도시1호,경기,시흥시,"경기 시흥시 정왕동 2475 에이플러스 115, 116호(경기 시흥시 배곧4로 18 에이플러스 115, 116호)"
774,신천1호,경기,시흥시,경기 시흥시 신천동 707-50(경기 시흥시 대골안길 92)
775,은행1호,경기,시흥시,경기 시흥시 대야동 580-4(경기 시흥시 은행로 166)
776,장곡,경기,시흥시,"경기 시흥시 장곡동 802-1, 금강프라자 1층 108호(경기 시흥시 장곡로 74, 금강빌딩 1층 108호)"
777,정왕1호,경기,시흥시,경기 시흥시 정왕동 1593-2(경기 시흥시 봉우재로 16)
778,정왕2호,경기,시흥시,경기 시흥시 정왕동 1859-3(경기 시흥시 옥구상가2길 12)
779,정왕3호,경기,시흥시,"경기 시흥시 정왕동 1726-1, 광개토빌딩 104호(경기 시흥시 정왕대로 174, 광개토빌딩 104호)"
780,고잔1호,경기,안산시,경기 안산시 단원구 고잔동 756-1(경기 안산시 단원구 민속공원로 90)
781,고잔2호,경기,안산시,경기 안산시 단원구 와동 685-6(경기 안산시 단원구 삼일로 455-1)
782,선부1호,경기,안산시,경기 안산시 단원구 선부동 1064-5(경기 안산시 단원구 석수로 31-1)
783,원곡1호,경기,안산시,경기 안산시 단원구 원곡동 754-6(경기 안산시 단원구 원곡로 58)
784,본오1호,경기,안산시,경기 안산시 상록구 본오동 879-10(경기 안산시 상록구 샘골로 157)
785,부곡,경기,안산시,경기 안산시 상록구 부곡동 670-2(경기 안산시 상록구 부곡로 107)
786,사동1호,경기,안산시,"경기 안산시 상록구 사동 1201(경기 안산시 상록구 용신로 262, 101호)"
787,사동2호,경기,안산시,"경기 안산시 상록구 사동 1376-7(경기 안산시 상록구 항가울로 54-1, 102/103호)"
788,월피,경기,안산시,"경기 안산시 상록구 월피동 442-26, 1층(경기 안산시 상록구 충장로 584, 1층)"
789,일동,경기,안산시,경기 안산시 상록구 일동 89-3(경기 안산시 상록구 구룡로 19-1)
790,공도1호,경기,안성시,경기 안성시 공도읍 만정리 417-98(경기 안성시 공도읍 공도로 68)
791,안성1호,경기,안성시,경기 안성시 연지동 94(경기 안성시 안성맞춤대로 1092)
792,안성2호,경기,안성시,경기 안성시 인지동 397-1(경기 안성시 장기로 68-1)
793,진사리,경기,안성시,"경기 안성시 공도읍 진사리 348, 서지프라자 106호(경기 안성시 공도읍 진건중길 39, 서지프라자 106호)"
794,관양,경기,안양시,"경기 안양시 동안구 관양동 1437-20 1층(경기 안양시 동안구 관악대로 419-1, 1층)"
795,비산1호,경기,안양시,경기 안양시 동안구 비산동 566-7(경기 안양시 동안구 경수대로 899)
796,평촌1호,경기,안양시,경기 안양시 동안구 평촌동 922-2(경기 안양시 동안구 평촌대로 122)
797,평촌3호,경기,안양시,경기 안양시 동안구 비산동 1059 층 A동 103호(경기 안양시 동안구 관악대로 272 1층 A동 103호)
798,호계1호,경기,안양시,경기 안양시 동안구 호계2동 927-2(경기 안양시 동안구 귀인로 104)
799,박달사거리,경기,안양시,경기 안양시 만안구 박달동 85-15(경기 안양시 만안구 박달로 508)
800,석수1호,경기,안양시,경기 안양시 만안구 석수1동 177-6(경기 안양시 만안구 경수대로 1207)
801,안양1번가,경기,안양시,경기 안양시 만안구 안양동 674-241(경기 안양시 만안구 장내로 143번길 34)
802,안양1호,경기,안양시,경기 안양시 만안구 안양동 765-8(경기 안양시 만안구 병목안로 87)
803,안양2호,경기,안양시,"경기 안양시 만안구 안양 5동 448-22 진명빌딩 103호(경기 안양시 만안구 냉천로 126, 진명빌딩 103호)"
804,고읍1호,경기,양주시,"경기 양주시 광사동 657   103호(경기 양주시 고읍남로 23, 103호)"
805,덕소1호,경기,남양주시,경기 남양주시 와부읍 덕소리 141-91(경기 남양주시 와부읍 수레로 44 1층)
806,덕정1호,경기,양주시,경기 양주시 덕정동 240-27(경기 양주시 고암길 358)
807,도농1호,경기,남양주시,경기 남양주시 도농동 153-5(경기 남양주시 경춘로 384)
808,마석,경기,남양주시,경기 남양주시 화도읍 마석우리 384-8(경기 남양주시 화도읍 마석로 100)
809,백석,경기,양주시,경기 양주시 백석읍 복지리 168-3(경기 양주시 백석읍 호명로 38)
810,별내1호,경기,남양주시,경기 남양주시 별내동 1078-3(경기 남양주시 별내면 별내5로 5번길 47)
811,별내2호,경기,남양주시,경기 남양주시 별내동 846-7(경기 남양주시 덕송2로6번길 16-48)
812,오남,경기,남양주시,경기 남양주시 오남읍 오남리 205-19(경기 남양주시 오남읍 진건오남로 647)
813,옥정,경기,양주시,"경기 양주시 옥정동 966-1 (101호, 102호)(경기 양주시 옥정동로7다길 62 101호, 201호)"
814,진건,경기,남양주시,경기 남양주시 진건읍 사능리 353-4(경기 남양주시 진건읍 사릉로 390)
815,진접장현리,경기,남양주시,경기 남양주시 진접읍 장현리 672-1(경기 남양주시 진접읍 봉현로 14)
816,진접지구,경기,남양주시,경기 남양주시 진접읍 금곡리 1041-1(경기 남양주시 진접읍 해밀예당2로 119)
817,창현,경기,남양주시,경기 남양주시 화도읍 창현리 462-3(경기 남양주시 화도읍 창현로 19)
818,퇴계원,경기,남양주시,경기 남양주시 퇴계원면 퇴계원리 290-14(경기 남양주시 퇴계원면 퇴계원로 33)
819,평내,경기,남양주시,경기 남양주시 평내동 203-2(경기 남양주시 경춘로 1298 혜림빌딩)
820,호평,경기,남양주시,경기 남양주시 호평동 650-1(경기 남양주시 호평로 64-1)
821,양평,경기,양평군,경기 양평군 양평읍 양근리 183-4(경기 양평군 양평읍 시민로 44)
822,여주1호,경기,여주군,경기 여주군 여주읍 하리 343-11(경기 여주군 여주읍 하리 343-11)
823,전곡,경기,연천군,경기 연천군 전곡읍 전곡리 302-11(경기 연천군 전곡읍 온골로 43번길 3)
824,세마1호,경기,오산시,경기 오산시 내삼미동 856-8(경기 오산시 수청로 62)
825,운암2호,경기,오산시,"경기 오산시 오산동 919-3, 102호(경기 오산시 운암로 117, 102호)"
826,원동,경기,오산시,"경기 오산시 오산동 881-7(경기 오산시 오산로 199 동양프라자 101호, 102호)"
827,구갈2지구,경기,용인시,경기 용인시 기흥구 구갈리 345-3(경기 용인시 기흥구 구갈로 92)
828,구성1호,경기,용인시,경기 용인시 기흥구 마북동 370-9(경기 용인시 기흥구 구성로 19)
829,동백1호,경기,용인시,경기 용인시 기흥구 동백동 614-5(경기 용인시 기흥구 평촌1로 1번길 7)
830,흥덕,경기,용인시,경기 용인시 기흥구 영덕동 1007-6(경기 용인시 기흥구 흥덕1로 52)
831,상현1호,경기,용인시,경기 용인시 수지구 상현동 3-4(경기 용인시 수지구 만현로20)
832,상현역,경기,용인시,경기 용인시 수지구 상현동 1160(경기 용인시 수지구 광교호수로360번길 2)
833,성복,경기,용인시,경기 용인시 수지구 성복동 162-3(경기 용인시 수지구 성복2로 100)
834,수지1지구,경기,용인시,"경기 용인시 수지구 풍덕천동 29-10(경기 용인시 수지구 수지로342번길 17(풍덕천동,에덴프라자))"
835,수지2지구,경기,용인시,경기 용인시 수지구 풍덕천동 697(경기 용인시 수지구 정평로 102(풍덕천동))
836,죽전,경기,용인시,경기 용인시 수지구 죽전동 1151 101호(경기 용인시 수지구 탄천상로 7 101호)
837,둔전,경기,용인시,경기 용인시 처인구 포곡읍 둔전리 400-2(경기 용인시 처인구 포곡읍 포곡로 79)
838,용인1호,경기,용인시,경기 용인시 처인구 김량장동 293-24(경기 용인시 처인구 중부대로 1355)
839,용인2호,경기,용인시,경기 용인시 처인구 마평동 657-14(경기 용인시 처인구 금령로 141)
840,내손갈뫼,경기,의왕시,경기 의왕시 내손1동 755-4 명성프라자(경기 의왕시 계원대학로 28)
841,오전고천,경기,의왕시,"경기 의왕시 오전동 276-1, 114호(경기 의왕시 경수대로 292, 114호)"
842,인덕원,경기,의왕시,"경기 의왕시 포일동 662(경기 의왕시 포일세거리로 3, 파레사타워 102호)"
843,포일내손,경기,의왕시,경기 의왕시 내손동 652-21(경기 의왕시 내손순환로 186-1)
844,금오,경기,의정부시,경기 의정부시 금오동 473-4(경기 의정부시 부용로 105)
845,녹양,경기,의정부시,경기 의정부시 가능동 92-51(경기 의정부시 서부로 743)
846,민락,경기,의정부시,경기 의정부시 민락동 834-3(경기 의정부시 오목로 225번길 89-41)
847,신곡,경기,의정부시,경기 의정부시 신곡동 484(경기 의정부시 능곡로 26번길 23)
848,신곡2호,경기,의정부시,경기 의정부시 신곡1동 707-2(경기 의정부시 신곡로 61)
849,용현1호,경기,의정부시,경기 의정부시 용현동 18-15(경기 의정부시 충의로 37)
850,장암,경기,의정부시,경기 의정부시 신곡1동 336(경기도\ 의정부시 동일로 468)
851,호원1호,경기,의정부시,경기 의정부시 호원동 466-15(경기 의정부시 평화로 156)
852,이천1호,경기,이천시,경기 이천시 창전동 458-17(경기 이천시 영창로 247)
853,이천하이닉스,경기,이천시,경기 이천시 부발읍 아미리 735(경기 이천시 부발읍 경충대로 2110길 13)
854,증포,경기,이천시,경기 이천시 증포동 153-5(경기 이천시 이섭대천로 1358)
855,가람마을,경기,파주시,경기 파주시 와동동 1557-1(경기 파주시 가람로 47)
856,교하신도시,경기,파주시,경기 파주시 다율동 1001-6(경기 파주시 순못길 7)
857,금촌1호,경기,파주시,"경기 파주시 금촌동 790-10 1층(경기 파주시 황골로 75, 1층)"
858,금촌로데오,경기,파주시,경기 파주시 금촌동 986-2(경기 파주시 금빛로 27)
859,문산,경기,파주시,"경기 파주시 문산읍 문산리 17-345 1층 5호(경기 파주시 문산읍 문향로 30, 1층 5호)"
860,봉일천,경기,파주시,경기 파주시 조리읍 봉일천리 142-3(경기 파주시 조리읍 고봉로 1032)
861,운정1호,경기,파주시,경기 파주시 동패동 1758(경기 파주시 와석순환로 135)
862,비전1호,경기,평택시,경기 평택시 비전동 272-7(경기 평택시 평택5로 176)
863,비전2호,경기,평택시,경기 평택시 비전1동 793-7(경기 평택시 평택2로 117)
864,세교,경기,평택시,"경기 평택시 세교동 558 우성꿈그린@상가 105,106호(경기 평택시 세교3로 5 우성꿈그린@상가 105,106호)"
865,송탄1호,경기,평택시,경기 평택시 서정동 843-10(경기 평택시 서정로 251)
866,송탄2호,경기,평택시,경기 평택시 지산동 995(경기 평택시 지산천로 63)
867,안중1호,경기,평택시,경기 평택시 안중읍 현화리 831(경기 평택시 안중읍 안현로서8길 57)
868,팽성1호,경기,평택시,경기 평택시 팽성읍 안정리 26-49(경기 평택시 팽성읍 안정로 73)
869,포승1호,경기,평택시,경기 평택시 도곡리 1142-16(경기 평택시 포승읍 여술로 33-1)
870,송우,경기,포천시,경기 포천시 소흘읍 송우리 729-3 파크프라자 1층(경기 포천시 소흘읍 송우로 75)
871,포천,경기,포천시,경기 포천시 신읍동 47-10(경기 포천시 구절초로 44)
872,덕풍1호,경기,하남시,경기 하남시 덕풍동 309-64(경기 하남시 하남대로 859)
873,미사1호,경기,하남시,경기 하남시 망월동 1004-1(경기 하남시 미사강변북로 30번길 127)
874,신장1호,경기,하남시,경기 하남시 신장동 447-28(경기 하남시 하남대로 771)
875,신장2호,경기,하남시,경기 하남시 천현동 40-13(경기 하남시 천현로 130)
876,동탄1호,경기,화성시,경기 화성시 반송동 42-6(경기 화성시 동탄지성로 92)
877,동탄2 영천,경기,화성시,경기 화성시 영천동 701-1(경기 화성시 지산2길 4-7)
878,동탄2호,경기,화성시,경기 화성시 반송동 217-6(경기 화성시 동탄솔빛로 48)
879,발안1호,경기,화성시,경기 화성시 향남면 행정리 426-11(경기 화성시 향남읍 행정서로 3길 4-32)
880,병점1호,경기,화성시,"경기 화성시 병점동 379-10 병점프라자 109호, 110호(경기 화성시 경기대로 1014 병점프라자 109호, 110호)"
881,병점2호,경기,화성시,경기 화성시 진안동 914-1(경기 화성시 효행로 1051)
882,봉담1호,경기,화성시,경기 화성시 상리 26-8(경기 화성시 봉담읍 삼천병마로 1268)
883,와우리,경기,화성시,경기 화성시 기안동 338-4(경기 화성시 효행로 249)
884,강남,강원,강릉시,강원 강릉시 노암동 708-1(강원 강릉시 임영로 62)
885,개운,강원,원주시,강원 원주시 개운동 395-23(강원 원주시 행구로 32)
886,고성,강원,고성군,강원 고성군 간성읍 신안리 218(강원 고성군 간성읍 간성로 49)
887,교대,강원,춘천시,강원 춘천시 석사동 291-15(강원 춘천시 공지로 104)
888,교동,강원,속초시,강원 속초시 교동 974-2(강원 속초시 수복로 17-1)
889,교동1호,강원,강릉시,강원 강릉시 교1동 1863-3(강원 강릉시 솔올로 34)
890,늘품,강원,원주시,강원 원주시 반곡동 1767-54(강원 원주시 늘품로 193-1)
891,단계,강원,원주시,강원 원주시 단계동 837(강원 원주시 봉화로 48)
892,단구,강원,원주시,강원 원주시 관설동 1701-4(강원 원주시 나비허리길 154)
893,동명,강원,속초시,강원 속초시 동명동 1-18(강원 속초시 영금정로29)
894,명륜,강원,원주시,강원 원주시 명륜동 539(강원 원주시 남원로 527)
895,무실,강원,원주시,강원 원주시 무실동 1664-3(강원 원주시 만대로 176)
896,묵호,강원,동해시,강원 동해시 부곡동 74-5(강원 동해시 발한로 45)
897,문막,강원,원주시,강원 원주시 문막읍 건등리 1705-3(강원 원주시 문막읍 건등로 36)
898,북삼,강원,동해시,강원 동해시 쇄운동 84-5(강원 동해시 청운로 73)
899,사북고한,강원,정선군,강원 정선군 사북읍 사북리 344-56(강원 정선군 사북읍 사북중앙로 58-1)
