index,store,sido,gungu,store_address
765,횡성,강원도,횡성군,강원 횡성군 횡성읍 읍하리 107-48
766,단양,충청북도,단양군,충북 단양군 단양읍 도전리 523
767,보은,충청북도,보은군,충북 보은군 보은읍 삼산리 153-2
768,금왕,충청북도,음성군,충북 음성군 금왕군 무극리 629
769,대소,충청북도,음성군,충북 음성군 대소면 태생리 539-170
770,음성,충청북도,음성군,충북 음성군 음성읍 읍내리 354-3
771,음성혁신도시,충청북도,음성군,충북 음성군 맹동면 두성리 1251
772,장호원감곡,충청북도,음성군,충북 음성군 감곡면 왕장리 523-8
773,명동,충청북도,제천시,충북 제천시 명동 198번지
774,신백,충청북도,제천시,충북 제천시 신백동 214-7
775,장락,충청북도,제천시,충북 제천시 장락동 877
776,청전,충청북도,제천시,충북 제천시 의림동 7-26
777,증평,충청북도,증평군,충북 증평군 증평읍 초중리 8-1
778,광혜원,충청북도,진천군,충북 진천군 광혜원면 광혜원리 503-7
779,진천,충청북도,진천군,충북 진천군 진천읍 읍내리 415-2
780,오창1호,충청북도,청원군,충북 청원군 오창면 각리 650-1
781,금천광장,충청북도,청주시,"충북 청주시 상당구 용암동 411,412"
782,용암1호,충청북도,청주시,충북 청주시 상당구 용암동 2163번지
783,우암동,충청북도,청주시,충북 청주시 상당구 우암동 123-81
784,분평,충청북도,청주시,충북 청주시 서원구 분평동 1234
785,가경2호,충청북도,청주시,충북 청주시 흥덕구 개신동 696 매직타워 1층 110호
786,복대1호,충청북도,청주시,충북 청주시 흥덕구 복대동 865-4
787,봉명1호,충청북도,청주시,충북 청주시 흥덕구 봉명동 2813
788,사직1호,충청북도,청주시,충북 청주시 흥덕구 사직2동 595-12
789,산남성화,충청북도,청주시,충북 청주시 흥덕구 성화동 886번지 101호
790,오송,충청북도,청주시,충북 청주시 흥덕구 오송읍 호송읍 만수리 521
791,운천신봉,충청북도,청주시,충북 청주시 흥덕구 운천동 1366
792,하복대,충청북도,청주시,충북 청주시 흥덕구 복대동 2960
793,갱고개,충청북도,충주시,충북 충주시 갱고개로 41
794,봉방문화교현,충청북도,충주시,충북 충주시 교현동 624-6
795,성내용산,충청북도,충주시,충북 충주시 용산동 598
796,연수,충청북도,충주시,충북 충주시 연수동 1610
797,계룡대,충청남도,계룡시,충남 계룡시 엄사면 엄사리 253-2
798,신관,충청남도,공주시,충남 공주시 신관동 24-25
799,옥룡,충청남도,공주시,충남 공주시 옥룡동 308-1
800,금산,충청남도,금산군,충남 금산군 금산읍 상리 47-10
801,취암,충청남도,논산시,충남 논산시 내동 628
802,기지시,충청남도,당진시,충남 당진시 반촌리 861-20
803,복운,충청남도,당진시,충남 당진시 송악면 복운리 1642-11
804,신평,충청남도,당진시,충남 당진시 신평면 거산리 13-4번지 1층
805,읍내,충청남도,당진시,충남 당진시 읍내동 850
806,채운,충청남도,당진시,충남 당진시 읍내동 1541
807,합덕,충청남도,당진시,충남 당진시 합덕읍 운산리 266-2
808,동대,충청남도,보령시,충남 보령시 동대동 1766
809,부여,충청남도,부여군,충남 부여군 부여읍 관북리 133-5
810,대산,충청남도,서산시,충남 서산시 대산읍 산리 129-5
811,동문,충청남도,서산시,충남 서산시 동문동 406-2
812,서산테크노,충청남도,서산시,충남 서산시 오사리 1666
813,석림,충청남도,서산시,충남 서산시 동문동 999-6
814,읍내,충청남도,서산시,충남 서산시 읍내동 276-5
815,서천,충청남도,서천군,충남 서천군 군사리 718-11
816,권곡,충청남도,아산시,충남 아산시 권곡동 549-26
817,배미,충청남도,아산시,충남 아산시 배미동 239-17
818,배방1호,충청남도,아산시,충남 아산시 배방읍 공수리 89-28
819,온천,충청남도,아산시,충남 아산시 온천동 1310
820,용화,충청남도,아산시,충남 아산시 용화동 714
821,예산,충청남도,예산군,충남 예산군 예산읍 산성리 709-4
822,목천,충청남도,천안시,충남 천안시 동남구 목천읍 신계리 134-18
823,병천,충청남도,천안시,충남 천안시 동남구 병천면 병천리 156-5
824,신방1호,충청남도,천안시,충남 천안시 동남구 신방동 74-19 부흥빌딩 104호
825,신방통정,충청남도,천안시,충남 천안시 동남구 신방동 1538
826,신부1호,충청남도,천안시,충남 천안시 동남구 신부동 728
827,원성,충청남도,천안시,충남 천안시 동남구 원성2동 518-4
828,청수,충청남도,천안시,충남 천안시 동남구 청당동 513
829,두정,충청남도,천안시,충남 천안시 서북구 성정2동 1211
830,백석,충청남도,천안시,충남 천안시 서북구 백석동 910번지 주공아파트상가 103호
831,불당,충청남도,천안시,충남 천안시 서북구 불당동 1630
832,성거,충청남도,천안시,충남 천안시 서북구 성거읍 저리 65-1
833,성환1호,충청남도,천안시,충남 천안시 서북구 성환읍 매주리 325-5 외 1
834,직산1호,충청남도,천안시,충남 천안시 서북구 직산읍 삼은리 76-177
835,태안,충청남도,태안군,충남 태안군 태안읍 동문리 264-7
836,내포1호,충청남도,홍성군,충남 홍성군 홍북면 신경리 1181번지 승우빌딩 107호
837,오관,충청남도,홍성군,충남 홍성군 홍성읍 대교리 577
838,고창,전라북도,고창군,전북 고창군 고창읍 교촌리 506
839,구암조촌,전라북도,군산시,전북 군산시 조촌동 2-21
840,군산대,전라북도,군산시,전북 군산시 미룡동 867-2
841,나운1호,전라북도,군산시,전북 군산시 나운동 834-7
842,미장수송,전라북도,군산시,전북 군산시 수송동 836-8
843,소룡산북,전라북도,군산시,전북 군산시 소룡동 1545-5번지
844,지곡,전라북도,군산시,전북 군산시 지곡동 495-1
845,김제,전라북도,김제시,전북 김제시 신풍동 594-4번지
846,남원,전라북도,남원시,전북 남원시 도통동 387-12
847,무주,전라북도,무주군,전북 무주군 무주읍 읍내리 962
848,무주구천,전라북도,무주군,전북 무주군 설천면 삼공리 364-4
849,부안,전라북도,부안군,전북 부안군 부안읍 봉덕리 826-1
850,순창,전라북도,순창군,전북 순창군 순창읍 순화리 282-6
851,봉동,전라북도,완주군,전북 완주군 봉동읍 둔산리 907-5  101호
852,삼례우석대,전라북도,완주군,전북 완주군 삼례읍 후정리 13-8
853,동산,전라북도,익산시,전북 익산시 마동 344-5
854,모현,전라북도,익산시,전북 익산시 모현동1가 857
855,부송,전라북도,익산시,전북 익산시 부송동 710-5
856,영등1호,전라북도,익산시,전북 익산시 영등동 766-1
857,영등2호,전라북도,익산시,전북 익산시 영등동 843-5
858,원광대,전라북도,익산시,"전북 익산시 신동 764-4 시즈퍼스트 상가112호, 113호"
859,임실,전라북도,임실군,전북 임실군 임실읍 이도리 294
860,동산조촌,전라북도,전주시,전북 전주시 덕진구 반월동 230-6
861,솔내,전라북도,전주시,전북 전주시 덕진구 송천동1가 405-1
862,송천,전라북도,전주시,전북 전주시 덕진구 송천동2가 179-116
863,아중,전라북도,전주시,전북 전주시 덕진구 인후동1가 834-4
864,전북대,전라북도,전주시,전북 전주시 덕진구 덕진동1가 1314-201
865,하가덕진,전라북도,전주시,전북 전주시 덕진구 덕진동2가 670-1
866,호성,전라북도,전주시,전북 전주시 덕진구 호성동1가 757-26
867,삼천1호,전라북도,전주시,전북 전주시 완산구 삼천동1가 621
868,서곡효자,전라북도,전주시,전북 전주시 완산구 효자동3가 1609-16
869,서신,전라북도,전주시,전북 전주시 완산구 서신동 938-5
870,신시가지,전라북도,전주시,전북 전주시 완산구 효자동2가 1327-1
871,안행,전라북도,전주시,전북 전주시 완산구 효자동1가 202-1
872,중앙,전라북도,전주시,전북 전주시 완산구 고사동 470-3
873,중화산,전라북도,전주시,전북 전주시 완산구 중화산동2가 777-6
874,평화1호,전라북도,전주시,전북 전주시 완산구 평화동2가 230-112
875,혁신,전라북도,전주시,전북 전주시 완산구 중동 9-18
876,효자,전라북도,전주시,전북 전주시 완산구 효자동1가 652
877,상동,전라북도,정읍시,전북 정읍시 장명동 169-10
878,수성,전라북도,정읍시,전북 정읍시 수성동 944-9
879,강진,전라남도,강진군,전남 강진군 강진읍 남성리 5-4
880,읍내,전라남도,광양시,전남 광양시 광양읍 칠성리 947-3
881,중마1호,전라남도,광양시,전남 광양시 마동 1037-4
882,중마2호,전라남도,광양시,전남 광양시 중동 1654-3
883,나주,전라남도,나주시,전남 나주시 대호동 1040-7
884,빛가람1호,전라남도,나주시,전남 나주시 빛가람동 190-3
885,담양,전라남도,담양군,전남 담양군 담양읍 백동리 247-7
886,삼학,전라남도,목포시,전남 목포시 산정동 1386-8
887,상동석현,전라남도,목포시,전남 목포시 석현동 1173-2
888,옥암,전라남도,목포시,전남 목포시 옥암동 1248-2
889,용해,전라남도,목포시,전남 목포시 용해동 769-5
890,원산,전라남도,목포시,전남 목포시 산정동 1693-3
891,하당,전라남도,목포시,전남 목포시 상동 1116-8번지
892,남악,전라남도,무안군,전남 무안군 삼향읍 남악리 1577 골든스위트 125호
893,무안읍,전라남도,무안군,전남 무안군 무안읍 성남리 813-45
894,보성,전라남도,보성군,전남 보성군 보성읍 보성리 831-19
895,금당1호,전라남도,순천시,전남 순천시 조례동 1612번지 1-4호
896,남부,전라남도,순천시,전남 순천시 풍덕동 1265-5
897,순천대점,전라남도,순천시,전남 순천시 석현동 80-5
898,신대,전라남도,순천시,전남 순천시 해룡면 신대리 2019-4
899,연향,전라남도,순천시,전남 순천시 연향동 1351-1
900,조례,전라남도,순천시,전남 순천시 조례1동 1687-16
901,팔마,전라남도,순천시,전남 순천시 연향동 1681-3   1층
902,국동,전라남도,여수시,전남 여수시 신월동 96-1
903,둔덕,전라남도,여수시,전남 여수시 둔덕동 434-7
904,문수,전라남도,여수시,전남 여수시 문수동 124-1
905,신기,전라남도,여수시,전남 여수시 신기동 117-7
906,안산,전라남도,여수시,전남 여수시 안산동 470-2
907,여서,전라남도,여수시,전남 여수시 여서동 240-8
908,죽림무선,전라남도,여수시,전남 여수시 소라면 죽림리 1226-3
909,영광,전라남도,영광군,전남 영광군 영광읍 남천리 339-4
910,삼호,전라남도,영암군,전남 영암군 삼호읍 용앙리 481
911,완도,전라남도,완도군,전남 완도군 완도읍 군내리 1237-16 1층
912,장흥,전라남도,장흥군,전남 장흥군 장흥읍 건산리 736-10
913,해남,전라남도,해남군,전남 해남군 해남읍 읍내리 31-2
914,화순,전라남도,화순군,전남 화순군 화순읍 일심리 755
915,경산,경상북도,경산시,경북 경산시 옥산동 758-10(1층)
916,경산오거리,경상북도,경산시,경북 경산시 중방동 880-23
917,계양사동,경상북도,경산시,경북 경산시 사동 663-6
918,영대,경상북도,경산시,경북 경산시 압량면 신대리 497
919,진량,경상북도,경산시,경북 경산시 진량읍 봉회리 81-3
920,하양,경상북도,경산시,경북 경산시 하양읍 금락리 130-18
921,동천,경상북도,경주시,경북 경주시 동천동 791
922,성건중앙,경상북도,경주시,경북 경주시 성건동 625-13
923,안강,경상북도,경주시,경북 경주시 안강읍 산대리 2400-2
924,충효,경상북도,경주시,경북 경주시 충효동 3002-1
925,황성,경상북도,경주시,경북 경주시 황성동 893-3
926,도량,경상북도,구미시,경북 구미시 도량동 262-1
927,봉곡,경상북도,구미시,경북 구미시 봉곡동 302-4
928,상모,경상북도,구미시,경북 구미시 상모동 42-7
929,선산,경상북도,구미시,경북 구미시 선산읍 동부리 416
930,송정,경상북도,구미시,경북 구미시 송정동 38-5 우방타운 206동2호
931,신평공단,경상북도,구미시,경북 구미시 신평동 129-2
932,옥계,경상북도,구미시,경북 구미시 옥계동 843-1
933,원평,경상북도,구미시,경북 구미시 원평동 84-5
934,원호,경상북도,구미시,경북 구미시 고아읍 원호리 442-2
935,인동,경상북도,구미시,경북 구미시 인의동 341-2
936,진평,경상북도,구미시,경북 구미시 진평동 29-5
937,형곡,경상북도,구미시,경북 구미시 형곡동 152-4
938,김천,경상북도,김천시,경북 김천시 신음동 1301-4
939,김천혁신,경상북도,김천시,경북 김천시 율곡동 364
940,부곡,경상북도,김천시,경북 김천시 부곡동 426-1
941,점촌,경상북도,문경시,경북 문경시 모전동 866
942,상주,경상북도,상주시,경북 상주시 무양동 213-3
943,성주,경상북도,성주군,경북 성주군 성주읍 성산리 2102-4
944,경북도청,경상북도,안동시,경북 안동시 풍천면 갈전리 1325
945,금곡,경상북도,안동시,경북 안동시 당북동 311-8
946,송현오거리,경상북도,안동시,경북 안동시 송현동 260-5
947,옥동,경상북도,안동시,경북 안동시 옥동 791-2
948,용상,경상북도,안동시,경북 안동시 용상동 1179-188
949,가흥,경상북도,영주시,경북 영주시 가흥동 1881
950,영주,경상북도,영주시,경북 영주시 휴천동 642-362
951,중앙,경상북도,영주시,경북 영주시 영주2동 536-15
952,풍기,경상북도,영주시,경북 영주시 풍기읍 성내리 60
953,영천1호,경상북도,영천시,경북 영천시 망정동175-12
954,울진,경상북도,울진군,경북 울진군 울진읍 읍내리 576-1
955,청도,경상북도,청도군,경북 청도군 청도읍 고수리 503
956,북삼,경상북도,칠곡군,경북 칠곡군 북삼읍 인평리 246-3
957,석적,경상북도,칠곡군,경북 칠곡군 석적읍 중리 203-5
958,왜관,경상북도,칠곡군,경북 칠곡군 왜관읍 왜관리 237-19
959,구룡포,경상북도,포항시,경북 포항시 남구 구룡포읍 구룡포1리 742
960,남부,경상북도,포항시,경북 포항시 남구 대도동 124-13
961,대해중앙,경상북도,포항시,경북 포항시 남구 대도동 97-4
962,송도,경상북도,포항시,경북 포항시 남구 해도동 25-28
963,연일,경상북도,포항시,경북 포항시 남구 생지리 157-9
964,오천,경상북도,포항시,경북 포항시 남구 오천읍 원리 913-2
965,효곡,경상북도,포항시,경북 포항시 남구 효자동 579-1 풍림아이원상가 107호
966,양덕,경상북도,포항시,경북 포항시 북구 양덕동 1574
967,양학대이,경상북도,포항시,경북 포항시 북구 득량동 2-1
968,용흥,경상북도,포항시,경북 포항시 북구 용흥동 373-23
969,우현,경상북도,포항시,경북 포항시 북구 우현동 산15-6
970,장성,경상북도,포항시,경북 포항시 북구 장성동 1355-4
971,죽도,경상북도,포항시,경북 포항시 북구 대흥동 592-2
972,환호장량,경상북도,포항시,경북 포항시 북구 장성동 1378-3
973,흥해,경상북도,포항시,경북 포항시 북구 흥해읍 옥성리 238-5
974,고현상동,경상남도,거제시,경남 거제시 고현동 406-18
975,아주,경상남도,거제시,경남 거제시 아주동 1178-2
976,옥포,경상남도,거제시,경남 거제시 옥포동 160-1
977,장평,경상남도,거제시,경남 거제시 장평동 274
978,중곡수월,경상남도,거제시,경남 거제시 고현동 997
979,거창1호,경상남도,거창군,경남 거창군 거창읍 대동리 697-5
980,고성,경상남도,고성군,경남 고성군 고성읍 동외리 345-7
981,구산,경상남도,김해시,경남 김해시 구산동 275-8
982,내동,경상남도,김해시,경남 김해시 내동 138-1
983,대청,경상남도,김해시,경남 김해시 대청동 61-1
984,부원봉황,경상남도,김해시,경남 김해시 부원동 603-2
985,삼계1호,경상남도,김해시,경남 김해시 삼계동 1479-4
986,삼방,경상남도,김해시,경남 김해시 삼방동 691-2 한일상가 108호
987,삼정,경상남도,김해시,경남 김해시 삼정동 590-1
988,어방,경상남도,김해시,경남 김해시 어방동 523-2
989,외동,경상남도,김해시,경남 김해시 외동 1187-12
990,율하,경상남도,김해시,경남 김해시 관동동 1064-6
991,장유1호,경상남도,김해시,경남 김해시 내덕동 220-1 101호
992,지내안동,경상남도,김해시,경남 김해시 지내동 67-1
993,진영,경상남도,김해시,경남 김해시 진영읍 진영리 1629-2
994,남해,경상남도,남해군,경남 남해군 남해읍 서변리 160-11
995,내일동,경상남도,밀양시,경남 밀양시 내이동 1566-6
996,삼문상남,경상남도,밀양시,경남 밀양시 삼문동 717-11
997,동금,경상남도,사천시,경남 사천시 동금동 58-4
998,벌용,경상남도,사천시,경남 사천시 벌리동 255-9
999,사남,경상남도,사천시,경남 사천시 사남면 월성리 64-3
1000,사천,경상남도,사천시,경남 사천시 사천읍 수석리 293-23
1001,산청,경상남도,산청군,경남 산청군 산청읍 옥산리 249
1002,덕계,경상남도,양산시,경남 양산시 덕계동 750
1003,물금,경상남도,양산시,경남 양산시 물금읍 범어리 2682-10
1004,삼성,경상남도,양산시,경남 양산시 북정동 885-12
1005,상북,경상남도,양산시,경남 양산시 상북면 석계리 242-1
1006,서창1호,경상남도,양산시,경남 양산시 삼호동 707-2
1007,석산,경상남도,양산시,경남 양산시 동면 금산리 1422-14
1008,중앙,경상남도,양산시,경남 양산시 중부동 684-6
1009,증산,경상남도,양산시,경남 양산시 물금읍 가촌리 1269-3
1010,통도사,경상남도,양산시,경남 양산시 하북면 순지리 814-5
1011,가호,경상남도,진주시,경남 진주시 가좌동 1431-2
1012,금산,경상남도,진주시,경남 진주시 금산면 장사리 1022-1
1013,상대,경상남도,진주시,경남 진주시 상대동 238-3
1014,상봉중앙,경상남도,진주시,경남 진주시 중안동 2-11
1015,상평,경상남도,진주시,경남 진주시 상평동 198-43
1016,신안평거,경상남도,진주시,경남 진주시 신안동 439-7
1017,이현인사,경상남도,진주시,경남 진주시 인사동 145-5
1018,초장,경상남도,진주시,경남 진주시 초전동 1704-7
1019,칠암망경,경상남도,진주시,경남 진주시 칠암동 491-47
1020,판문평거,경상남도,진주시,경남 진주시 평거동 733-1번지
1021,하대초전,경상남도,진주시,경남 진주시 하대동 306-38
1022,혁신,경상남도,진주시,경남 진주시 충무공동 38-1 뽀빠이프라자 1층 113호
1023,남지,경상남도,창녕군,경남 창녕군 남지읍 남지리 994-7
1024,창녕,경상남도,창녕군,경남 창녕군 창녕읍 송현리 238-1
1025,문화중앙,경상남도,창원시,경남 창원시 마산합포구 중앙동2가 5-42번지
1026,월영,경상남도,창원시,경남 창원시 마산합포구 해운동 42-11
1027,자산교방,경상남도,창원시,경남 창원시 마산합포구 자산동 301-19
1028,진동,경상남도,창원시,경남 창원시 마산합포구 진동면 진동리 436
1029,창동산호,경상남도,창원시,경남 창원시 마산합포구 산호동 338-35
1030,내서삼계,경상남도,창원시,경남 창원시 마산회원구 삼계리 35-14
1031,양덕,경상남도,창원시,경남 창원시 마산회원구 양덕2동 73-35
1032,합성,경상남도,창원시,경남 창원시 마산회원구 합성2동 131-7
1033,호계,경상남도,창원시,경남 창원시 마산회원구 내서읍 호계리 289-45
1034,회원,경상남도,창원시,경남 창원시 마산회원구 회원2동 669-4
1035,남양,경상남도,창원시,경남 창원시 성산구 가음동 7-2 더원빌딩 104호
1036,대방,경상남도,창원시,경남 창원시 성산구 성주동 100
1037,반송,경상남도,창원시,경남 창원시 성산구 반지동 55-18
1038,사파,경상남도,창원시,경남 창원시 성산구 사파동 113-16
1039,중앙,경상남도,창원시,경남 창원시 성산구 중앙동 100-1
1040,감계,경상남도,창원시,경남 창원시 의창구 북면 감계리 246-4
1041,도계명서,경상남도,창원시,경남 창원시 의창구 도계동 396-9
1042,동읍,경상남도,창원시,경남 창원시 의창구 동읍 용잠리 371-2
1043,봉곡사림,경상남도,창원시,경남 창원시 의창구 봉곡동 132-18
1044,용지호수,경상남도,창원시,경남 창원시 의창구 용호동 73-50
1045,중동소답,경상남도,창원시,경남 창원시 의창구 서상동 666-6
1046,팔용,경상남도,창원시,경남 창원시 의창구 팔용동 183-10
1047,석동덕산,경상남도,창원시,경남 창원시 진해구 석동 139-6
1048,웅동용원,경상남도,창원시,경남 창원시 진해구 용원동 1214-11
1049,중앙,경상남도,창원시,경남 창원시 진해구 여좌동 925-40
1050,태평,경상남도,창원시,경남 창원시 진해구 수송동 12-11
1051,풍호,경상남도,창원시,경남 창원시 진해구 풍호동 305-17
1052,미수봉평,경상남도,통영시,경남 통영시 미수동 22-1번지 운하상가 115호
1053,북신무전,경상남도,통영시,경남 통영시 북신동 693-7
1054,죽림,경상남도,통영시,경남 통영시 광도면 죽림리 1574-57 가동 103호
1055,함안,경상남도,함안군,경남 함안군 가야읍 말산리 58-16
1056,함양,경상남도,함양군,경남 함양군 함양읍 용평리 773-1
1057,합천,경상남도,합천군,경남 합천군 합천읍 합천리 320-3
1058,대정,제주특별자치도,서귀포시,제주 서귀포시 대정읍 하모리 1048-4
1059,서귀포1호,제주특별자치도,서귀포시,제주 서귀포시 동흥동 117-6
1060,서귀포명동,제주특별자치도,서귀포시,제주 서귀포시 서귀동 408-3
1061,서귀포혁신도시,제주특별자치도,서귀포시,제주 서귀포시 강정동 166-10
1062,성산일출봉,제주특별자치도,서귀포시,제주 서귀포시 성산읍 성산리 362-1
1063,중문,제주특별자치도,서귀포시,제주 서귀포시 중문동 1965-9
1064,건입,제주특별자치도,제주시,제주 제주시 일도2동 160-9
1065,노형,제주특별자치도,제주시,제주 제주시 노형동 1055-1
1066,도두해안도로,제주특별자치도,제주시,제주 제주시 도두1동 2625-4
1067,삼양화북,제주특별자치도,제주시,제주 제주시 화북1동 1023-2
1068,아라이도,제주특별자치도,제주시,제주 제주시 이도2동 1970-24
1069,애월하귀,제주특별자치도,제주시,제주 제주시 애월읍 하귀1리 167
1070,용담삼도,제주특별자치도,제주시,제주 제주시 용담2동 624-10 1층
1071,이도일도,제주특별자치도,제주시,제주 제주시 이도이동 1179-18
1072,제주1호,제주특별자치도,제주시,제주 제주시  연동 272-30
1073,탑동,제주특별자치도,제주시,제주 제주시 삼도이동 1192-22
1074,한림협재,제주특별자치도,제주시,제주 제주시 한림읍 한림리 1582-8
1075,함덕,제주특별자치도,제주시,제주 제주시 조천읍 함덕리 1004-41
